City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Vanavara,RU,60.34,102.2797,0.43,98,100,3.42,overcast clouds
346,Owando,CG,-0.4819,15.8999,70.81,97,98,1.16,light rain
347,Yerbogachen,RU,61.2767,108.0108,-4.25,100,100,2.59,overcast clouds
348,Anadyr,RU,64.75,177.4833,-10.7,76,0,11.18,clear sky
349,Lethem,GY,3.3803,-59.7968,80.65,83,40,11.5,light rain
350,Dzaoudzi,YT,-12.7887,45.2699,82.29,78,100,3.44,overcast clouds
351,Nelson Bay,AU,-32.7167,152.15,70.0,96,70,1.01,broken clouds
352,Turukhansk,RU,65.8167,87.9833,-7.65,100,100,3.74,overcast clouds
353,Maralal,KE,1.0968,36.698,61.99,62,60,4.61,broken clouds
354,Nelson,NZ,-41.2833,173.2833,66.69,100,4,3.0,clear sky
355,Adrar,MR,20.5022,-10.0711,62.85,31,1,11.72,clear sky
356,Srednekolymsk,RU,67.45,153.6833,-3.89,97,100,7.74,overcast clouds
357,Uray,RU,60.1247,64.7758,-11.45,100,95,4.14,overcast clouds
358,Nuuk,GL,64.1835,-51.7216,0.88,84,100,10.0,overcast clouds
359,Sile,TR,41.1754,29.6133,38.07,60,34,6.4,scattered clouds
360,Machilipatnam,IN,16.1667,81.1333,76.93,72,44,3.53,scattered clouds
361,Nadvoitsy,RU,63.8667,34.3167,31.59,86,100,8.52,overcast clouds
362,Denpasar,ID,-8.65,115.2167,82.06,88,40,4.61,scattered clouds
363,Porto Novo,BJ,6.4965,2.6036,82.98,77,100,9.08,overcast clouds
364,Omsukchan,RU,62.5333,155.8,1.67,95,22,3.76,few clouds
365,Narsingi,IN,18.0333,78.4333,75.34,21,32,3.0,scattered clouds
366,Madimba,TZ,-10.4,40.3333,79.29,83,71,7.94,broken clouds
367,Siderno,IT,38.2779,16.302,49.33,82,44,4.23,scattered clouds
368,Xuanhua,CN,40.6103,115.0447,45.36,35,100,9.19,overcast clouds
369,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,82,75,16.6,broken clouds
370,Alta Floresta,BR,-9.8756,-56.0861,73.33,94,100,1.77,overcast clouds
371,Egvekinot,RU,66.3167,-179.1667,-0.13,79,1,2.55,clear sky
372,Manaus,BR,-3.1019,-60.025,86.5,62,40,3.44,scattered clouds
373,Moron,AR,-34.6534,-58.6198,82.92,64,65,7.9,broken clouds
374,Makokou,GA,0.5738,12.8642,71.17,98,100,4.03,light rain
375,Palora,EC,-1.7,-77.9333,75.31,73,95,3.58,overcast clouds
376,Rocha,UY,-34.4833,-54.3333,67.68,75,14,5.68,few clouds
377,Krasnoarmeysk,RU,51.0239,45.6969,13.77,94,100,16.49,light snow
378,Zhicheng,CN,30.2956,111.5047,67.08,83,100,1.97,overcast clouds
379,Vardo,NO,70.3705,31.1107,31.98,80,0,33.38,clear sky
380,Gat,IL,31.61,34.7642,45.39,100,54,6.42,broken clouds
381,Lesogorskiy,RU,61.0455,28.9294,22.03,96,100,3.89,overcast clouds
382,Playa Vicente,MX,17.8333,-95.8167,81.77,63,81,14.32,broken clouds
383,Nalut,LY,30.3333,10.85,59.76,24,20,18.63,few clouds
384,Harper,LR,4.375,-7.7169,79.47,84,100,5.12,overcast clouds
385,Big Rapids,US,43.6981,-85.4837,48.9,63,0,5.75,clear sky
386,Hirara,JP,24.8,125.2833,66.47,88,20,4.61,few clouds
387,Jabinyanah,TN,35.035,10.9081,60.6,82,88,20.29,overcast clouds
388,Voznesenye,RU,61.0106,35.4781,12.11,95,10,5.35,clear sky
389,Acapulco,MX,16.8634,-99.8901,84.99,56,1,11.03,clear sky
390,Gravdal,NO,68.1214,13.5031,37.29,75,0,8.05,clear sky
391,Biltine,TD,14.5333,20.9167,71.19,11,0,21.52,clear sky
392,Burnie,AU,-41.0667,145.9167,61.66,95,100,16.28,light rain
393,Miyako,JP,39.6367,141.9525,38.12,76,24,4.56,few clouds
394,Suna,RU,57.8338,50.0588,0.19,98,23,5.5,few clouds
395,Kayerkan,RU,69.3497,87.7602,-3.48,76,100,7.07,overcast clouds
396,Viedma,AR,-40.8135,-62.9967,79.05,34,0,6.26,clear sky
397,Terney,RU,45.0503,136.6092,26.04,79,97,4.83,overcast clouds
398,Zlitan,LY,32.4674,14.5687,57.81,67,83,18.92,broken clouds
399,Kulotino,RU,58.45,33.3833,20.03,93,16,4.63,few clouds
400,Kungurtug,RU,50.5994,97.5228,-10.61,96,27,1.57,scattered clouds
401,Blagoveshchensk,RU,50.2667,127.5333,23.61,100,75,2.24,light snow
402,Boulder City,US,35.9786,-114.8325,80.35,10,0,6.91,clear sky
403,Maceio,BR,-9.6658,-35.7353,81.84,74,40,10.36,scattered clouds
404,Tuatapere,NZ,-46.1333,167.6833,52.43,79,100,4.83,overcast clouds
405,Leh,IN,34.1667,77.5833,13.33,79,13,4.16,few clouds
406,Antofagasta,CL,-23.65,-70.4,67.28,78,43,7.65,scattered clouds
407,Grimshaw,CA,56.1834,-117.6027,28.02,80,75,8.05,broken clouds
408,Marystown,CA,47.1666,-55.1483,32.86,100,69,10.0,broken clouds
409,Pitimbu,BR,-7.4706,-34.8086,82.99,77,6,11.23,clear sky
410,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,68,0,9.22,clear sky
411,Slave Lake,CA,55.2834,-114.769,35.58,75,100,4.61,overcast clouds
412,Uren,RU,57.4552,45.7852,9.93,98,58,4.0,broken clouds
413,Zhigansk,RU,66.7697,123.3711,-8.9,98,100,6.38,overcast clouds
414,Saint Anthony,US,45.0205,-93.218,53.1,59,40,8.05,scattered clouds
415,Shaoguan,CN,24.8,113.5833,72.07,75,100,2.84,overcast clouds
416,Chunhuhub,MX,19.55,-88.6833,85.64,53,80,6.22,broken clouds
417,French Harbor,HN,16.35,-86.4333,82.08,87,2,7.0,clear sky
418,Charters Towers,AU,-20.1,146.2667,73.62,68,98,10.42,overcast clouds
419,Jacqueville,CI,5.2052,-4.4146,80.53,85,82,6.4,light rain
420,Nzega,RW,-2.479,29.5564,56.84,92,100,4.18,light rain
421,Vanimo,PG,-2.6741,141.3028,78.53,89,86,4.83,overcast clouds
422,Pringsewu,ID,-5.3582,104.9744,73.42,94,95,3.2,overcast clouds
423,Swellendam,ZA,-34.0226,20.4417,62.24,85,44,1.97,scattered clouds
424,Douentza,ML,14.9951,-2.9517,86.32,13,3,6.85,clear sky
425,Alizai,PK,33.5383,70.3462,70.5,39,39,3.65,scattered clouds
426,Kysyl-Syr,RU,63.8986,122.7617,-16.4,100,99,1.66,overcast clouds
427,Antalaha,MG,-14.9003,50.2788,74.82,93,100,4.74,light rain
428,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,85,0,16.04,clear sky
429,Outjo,NA,-20.1167,16.15,66.04,45,67,8.03,broken clouds
430,Buta,CD,2.7858,24.73,76.62,49,99,1.45,overcast clouds
431,Porirua,NZ,-41.1333,174.85,62.85,79,85,16.89,overcast clouds
432,Mezen,RU,65.8522,44.24,18.16,93,88,9.42,overcast clouds
433,Zambezi,ZM,-13.5432,23.1047,66.13,88,94,1.86,overcast clouds
434,Veraval,IN,20.9,70.3667,77.25,56,96,12.84,overcast clouds
435,Ankazoabo,MG,-22.2833,44.5167,70.75,93,88,4.0,overcast clouds
436,Paka,MY,4.6374,103.4368,78.73,89,89,1.14,overcast clouds
437,La Ronge,CA,55.1001,-105.2842,23.25,63,75,10.36,broken clouds
438,Mackay,AU,-21.15,149.2,76.68,88,75,9.22,broken clouds
439,Teknaf,BD,20.8624,92.3058,68.32,65,90,4.25,overcast clouds
440,Jimenez,MX,28.3333,-105.4,77.13,8,2,5.28,clear sky
441,Palmas Bellas,PA,9.2319,-80.0867,84.76,73,36,12.19,scattered clouds
442,Matay,EG,28.419,30.7792,49.95,47,0,13.78,clear sky
443,Kingori,TZ,-3.2833,36.9833,77.38,47,20,28.77,few clouds
444,Iznik,TR,40.4286,29.7211,29.98,86,64,2.73,broken clouds
445,Oulainen,FI,64.2667,24.8,25.72,92,92,4.59,overcast clouds
446,Bahia De Caraquez,EC,-0.6,-80.4167,84.38,74,74,7.05,light rain
447,Palasa,IN,18.7667,84.4167,72.81,66,56,6.98,broken clouds
448,Alice Springs,AU,-23.7,133.8833,67.55,52,6,0.0,clear sky
449,Khandyga,RU,62.6667,135.6,-14.57,99,99,2.3,overcast clouds
450,Zhangjiakou,CN,40.81,114.8794,41.88,42,99,8.55,overcast clouds
451,Kutum,SD,14.2,24.6667,59.81,15,3,16.67,clear sky
452,Esil,KZ,51.9556,66.4042,-7.58,100,100,2.44,overcast clouds
453,Taoudenni,ML,22.6783,-3.9836,72.12,24,0,16.89,clear sky
454,Kiruna,SE,67.8557,20.2251,14.92,92,39,3.44,scattered clouds
455,Namatanai,PG,-3.6667,152.4333,77.13,85,100,5.57,light rain
456,Sangar,RU,63.9242,127.4739,-29.07,100,100,1.63,overcast clouds
457,Bathsheba,BB,13.2167,-59.5167,81.21,69,75,24.16,broken clouds
458,Necochea,AR,-38.5473,-58.7368,65.43,53,1,10.04,clear sky
459,Khani,GE,41.9563,42.9566,27.97,88,96,3.33,overcast clouds
460,Loandjili,CG,-4.7561,11.8578,80.71,89,40,2.3,thunderstorm
461,Marrakesh,MA,31.6315,-8.0083,51.87,76,75,9.22,broken clouds
462,Camana,PE,-16.6228,-72.7111,73.24,80,27,9.51,scattered clouds
463,Terrace,CA,54.5163,-128.6035,42.71,93,100,19.57,light intensity shower rain
464,Vila Velha,BR,-20.3297,-40.2925,80.55,84,20,16.11,few clouds
465,Novopavlovka,RU,51.2172,109.2091,-18.36,100,92,1.21,overcast clouds
466,Babstovo,RU,48.1167,132.4833,21.29,95,100,7.78,overcast clouds
467,Belyy Yar,RU,53.6039,91.3903,-2.31,78,93,4.47,overcast clouds
468,San Quintin,MX,30.4833,-115.95,66.31,64,0,15.95,clear sky
469,Havoysund,NO,70.9963,24.6622,36.73,66,33,9.1,scattered clouds
470,Shitanjing,CN,39.2342,106.3439,45.73,40,100,4.79,overcast clouds
471,Mocorito,MX,25.4833,-107.9167,89.26,7,0,9.51,clear sky
472,Ancud,CL,-41.8697,-73.8203,61.43,81,19,4.79,few clouds
473,Traiguen,CL,-38.25,-72.6833,77.4,36,0,12.01,clear sky
474,Aswan,EG,24.0934,32.907,54.7,30,0,5.75,clear sky
475,Valleyview,CA,55.0667,-117.2859,41.04,65,100,4.61,overcast clouds
476,Khorol,UA,49.7837,33.2783,26.51,83,4,7.02,clear sky
477,Vestby,NO,59.6024,10.7467,36.12,13,66,1.01,broken clouds
478,Wonthaggi,AU,-38.6044,145.5913,65.82,87,99,5.46,light rain
479,Oktyabrskoye,RU,43.0645,44.7417,28.54,86,100,6.71,overcast clouds
480,Sibolga,ID,1.7427,98.7792,75.74,92,100,2.35,overcast clouds
481,San Pedro,PH,14.35,121.0167,80.26,81,20,2.3,few clouds
482,Tocopilla,CL,-22.092,-70.1979,71.96,73,22,9.6,few clouds
483,Boyolangu,ID,-8.1181,111.8935,75.67,92,98,2.04,overcast clouds
484,Colesberg,ZA,-30.72,25.0972,56.52,61,1,11.43,clear sky
485,Lulea,SE,65.5842,22.1547,14.07,92,100,1.14,fog
486,Kaniama,CD,-7.5667,24.1833,67.73,94,66,3.09,broken clouds
487,Mount Pleasant,US,32.7941,-79.8626,68.18,65,100,8.05,overcast clouds
488,Basoko,CD,1.2391,23.616,74.52,79,52,3.51,broken clouds
489,Shaoyang,CN,27.2315,111.4525,71.58,81,100,2.82,overcast clouds
490,Ust-Tsilma,RU,65.441,52.1498,9.86,97,66,4.07,broken clouds
491,Inta,RU,66.0317,60.1659,16.27,93,100,19.35,overcast clouds
492,Ampanihy,MG,-24.7,44.75,73.18,79,23,4.43,few clouds
493,Kununurra,AU,-15.7667,128.7333,78.78,94,100,4.61,overcast clouds
494,Byron Bay,AU,-28.65,153.6167,67.89,82,100,10.18,overcast clouds
495,Aksu,CN,41.1231,80.2644,54.57,36,78,4.61,broken clouds
496,Palmares Do Sul,BR,-30.2578,-50.5097,72.23,83,86,10.85,overcast clouds
497,Dalbandin,PK,28.8947,64.4101,78.87,18,6,6.6,clear sky
498,Bilma,NE,18.6853,12.9164,71.62,12,7,8.72,clear sky
499,Bogovina,RS,43.895,21.9403,38.52,69,100,2.24,overcast clouds
500,Sobolevo,RU,54.4299,31.8996,18.37,92,8,4.74,clear sky
501,Comodoro Rivadavia,AR,-45.8667,-67.5,85.86,16,0,17.27,clear sky
502,Saldanha,ZA,-33.0117,17.9442,60.85,84,66,19.06,broken clouds
503,Lostice,CZ,49.7447,16.9289,48.42,82,100,8.14,moderate rain
504,Sibu,MY,2.3,111.8167,75.51,94,40,2.3,light rain
505,Santander,ES,43.4647,-3.8044,55.45,91,75,1.99,mist
506,Umm Lajj,SA,25.0213,37.2685,63.07,47,0,12.12,clear sky
507,Cosamaloapan,MX,18.3667,-95.8,80.56,65,74,15.19,broken clouds
508,Shimanovsk,RU,52.0,127.7,21.29,97,100,3.83,snow
509,Chara,RU,56.9064,118.2631,-19.97,81,41,2.93,scattered clouds
510,Otjimbingwe,NA,-22.35,16.1333,71.08,54,3,3.53,clear sky
511,Tamandare,BR,-8.7597,-35.1047,80.64,81,96,8.68,overcast clouds
512,Tecoanapa,MX,16.5167,-98.75,84.99,58,0,10.85,clear sky
513,Karaton,ID,-6.3424,106.1045,72.21,95,100,3.0,overcast clouds
514,Fomboni,KM,-12.28,43.7425,82.36,73,100,9.15,overcast clouds
515,Kirkenaer,NO,60.4564,12.0582,26.65,97,32,2.71,scattered clouds
516,Bembereke,BJ,10.2283,2.6634,85.41,15,86,3.58,overcast clouds
517,Santa Eulalia,PE,-11.85,-76.6833,51.49,75,62,7.78,broken clouds
518,Huanren,CN,41.2647,125.3667,31.93,83,100,3.22,overcast clouds
519,Nizhniy Kuranakh,RU,58.8353,125.4869,-0.53,98,100,5.21,light snow
520,Aykhal,RU,66.0,111.5,-27.58,100,92,4.65,overcast clouds
521,Padang,ID,-0.9492,100.3543,75.25,80,100,1.45,overcast clouds
522,Chimore,BO,-16.9833,-65.1333,75.76,78,82,0.25,broken clouds
523,Arlit,NE,18.7369,7.3853,78.76,10,9,10.65,clear sky
524,Ondjiva,AO,-17.0667,15.7333,70.56,57,81,3.58,broken clouds
525,Prattville,US,32.464,-86.4597,60.82,96,100,9.22,heavy intensity rain
526,Tateyama,JP,34.9833,139.8667,54.1,74,99,11.7,overcast clouds
527,Shimoda,JP,34.6667,138.95,53.1,79,55,6.35,broken clouds
528,Rincon,US,32.296,-81.2354,69.76,67,100,1.01,overcast clouds
529,Tucuman,AR,-26.8241,-65.2226,86.0,37,0,8.05,clear sky
530,Rio Bananal,BR,-19.265,-40.3333,74.57,93,9,4.76,clear sky
531,Contamana,PE,-7.3333,-75.0167,81.88,78,69,3.69,broken clouds
532,Klyuchi,RU,52.2667,79.1667,8.46,96,100,3.98,overcast clouds
533,Qinzhou,CN,21.95,108.6167,71.83,84,100,8.23,light rain
534,Vila Franca Do Campo,PT,37.7167,-25.4333,59.2,80,96,13.96,overcast clouds
535,Abbeville,FR,50.1,1.8333,47.48,87,100,9.66,overcast clouds
536,Kazachinskoye,RU,57.6953,93.2761,-14.51,100,87,1.9,overcast clouds
537,Wagar,SD,16.1525,36.2032,67.96,59,0,17.65,clear sky
538,Alaverdi,AM,41.0977,44.6732,21.47,85,37,4.05,scattered clouds
539,Yinchuan,CN,38.4681,106.2731,52.45,31,100,9.95,overcast clouds
540,Daru,PG,-9.0763,143.2092,79.39,85,80,1.45,broken clouds
541,Bajitpur,BD,24.2167,90.95,67.82,30,4,4.16,clear sky
542,Dudinka,RU,69.4058,86.1778,-2.38,96,100,10.94,overcast clouds
543,Masallatah,LY,32.6167,14.0,54.1,70,52,19.39,broken clouds
544,Mitsamiouli,KM,-11.3847,43.2844,81.64,72,98,7.34,overcast clouds
545,Kenai,US,60.5544,-151.2583,33.03,63,40,4.61,scattered clouds
546,Devarkonda,IN,16.7,78.9333,77.0,19,51,2.73,broken clouds
547,Yar-Sale,RU,66.8333,70.8333,15.24,92,100,10.25,overcast clouds
548,Ahero,KE,-0.1746,34.9163,67.86,82,49,5.26,scattered clouds
549,Kikwit,CD,-5.041,18.8162,71.94,93,100,2.93,overcast clouds
550,Bubaque,GW,11.2833,-15.8333,74.88,71,2,18.39,clear sky
551,Natalio,PY,-26.7167,-55.0833,75.79,50,8,2.93,clear sky
552,Portland,US,45.5234,-122.6762,59.56,66,75,11.01,broken clouds
553,Bozoum,CF,6.3193,16.3799,78.35,31,67,2.8,broken clouds
554,Mulchen,CL,-37.7167,-72.2333,89.46,24,0,6.06,clear sky
555,Dharchula,IN,29.85,80.5333,60.69,35,0,8.84,clear sky
556,Torres,BR,-29.3353,-49.7269,73.83,88,94,8.63,overcast clouds
557,Sistranda,NO,63.7256,8.834,35.56,74,0,10.65,clear sky
558,Hofu,JP,34.05,131.5667,46.31,70,4,1.43,clear sky
559,Boa Vista,BR,2.8197,-60.6733,82.38,69,75,4.61,broken clouds
560,Jasper,US,37.2001,-94.3502,66.15,60,97,1.01,overcast clouds
561,Sabha,LY,27.0377,14.4283,57.92,20,0,19.46,clear sky
562,Pangnirtung,CA,66.1451,-65.7125,-16.6,69,75,11.5,broken clouds
563,Tempio Pausania,IT,40.8974,9.1035,49.12,87,19,3.96,few clouds
564,Namibe,AO,-15.1961,12.1522,71.87,75,18,4.47,few clouds
565,Santa Marta,CO,11.2408,-74.199,89.65,62,40,16.11,scattered clouds
566,Waipawa,NZ,-41.4122,175.5153,56.93,84,84,10.22,broken clouds
567,Campbeltown,GB,55.4258,-5.6076,44.65,91,100,15.77,overcast clouds
568,Shenjiamen,CN,29.9576,122.298,54.72,97,13,12.44,few clouds
569,Kamloops,CA,50.6665,-120.3192,54.59,69,75,5.75,broken clouds
570,Vangazi,LV,57.0936,24.5486,34.63,66,1,5.48,clear sky
571,Severnyy,RU,50.677,36.5532,19.44,73,0,6.71,clear sky
572,Castel San Giovanni,IT,45.0583,9.4335,53.11,68,99,4.65,overcast clouds
573,Bata,GQ,1.8639,9.7658,75.06,100,40,0.0,scattered clouds
574,Cap Malheureux,MU,-19.9842,57.6142,78.48,88,95,1.01,overcast clouds
575,Shiraz,IR,29.6036,52.5388,62.04,27,20,0.0,few clouds
576,Ternate,ID,0.8,127.4,81.1,80,34,3.6,scattered clouds
577,Kabalo,CD,-6.05,26.9167,70.83,89,77,1.39,light rain
578,Mecca,SA,21.4267,39.8261,63.88,61,0,12.64,clear sky
579,Pastavy,BY,55.1168,26.8326,28.54,95,6,6.4,clear sky
580,Mitu,CO,1.1983,-70.1733,77.97,94,86,2.01,overcast clouds
581,Mopti,ML,14.6667,-4.0,93.24,31,78,4.61,dust
582,Nome,US,64.5011,-165.4064,6.87,61,0,5.75,clear sky
583,Pouebo,NC,-20.4,164.5667,83.32,75,98,7.85,overcast clouds
584,Tessalit,ML,20.1986,1.0114,81.82,9,0,16.26,clear sky
585,Axim,GH,4.8699,-2.2405,80.42,85,100,4.94,overcast clouds
586,Tiarei,PF,-17.5333,-149.3333,86.02,74,100,4.5,overcast clouds
587,Bend,US,44.0582,-121.3153,51.66,57,49,10.0,scattered clouds
588,Kostyantynivka,UA,48.5277,37.7069,24.4,84,8,8.28,clear sky
589,Tiznit,MA,29.5833,-9.5,48.34,86,78,3.33,broken clouds
590,Pishin,PK,30.5803,66.9961,66.34,29,4,2.06,clear sky
591,Svetlogorsk,BY,52.6333,29.7333,31.44,75,85,10.11,overcast clouds
592,Ginir,ET,7.1333,40.7,61.32,49,61,4.38,broken clouds
593,Salinopolis,BR,-0.6136,-47.3561,73.69,95,100,8.23,overcast clouds
594,Karratha,AU,-20.7377,116.8463,90.32,23,31,10.49,scattered clouds
595,Pilot Butte,CA,50.4668,-104.4178,35.33,83,100,8.05,overcast clouds
596,Poplar Bluff,US,36.757,-90.3929,67.78,54,81,1.01,broken clouds
597,Ca Mau,VN,9.1769,105.15,76.93,90,21,3.8,few clouds
598,Paamiut,GL,61.994,-49.6678,6.64,85,100,11.59,light snow
599,Belmonte,BR,-15.8631,-38.8828,77.92,81,84,6.04,broken clouds
600,Lithgow,AU,-33.4833,150.15,57.47,98,100,3.78,overcast clouds
601,Tautira,PF,-17.7333,-149.15,80.73,74,100,5.41,overcast clouds
602,Silver City,US,32.7701,-108.2803,67.66,13,0,8.05,clear sky
603,Manakara,MG,-22.1333,48.0167,73.92,93,97,3.65,overcast clouds
604,Tilichiki,RU,60.4667,166.1,3.4,79,6,4.88,clear sky
605,Fairbanks,US,64.8378,-147.7164,15.1,49,20,1.99,few clouds
606,Ukiah,US,39.1502,-123.2078,66.43,67,0,6.91,clear sky
607,Ambon,ID,-3.6954,128.1814,77.14,94,20,5.75,few clouds
608,Key West,US,24.5557,-81.7826,81.0,84,1,12.73,clear sky
609,Nishihara,JP,26.1842,127.7558,66.25,94,20,4.61,few clouds
610,Acajutla,SV,13.5928,-89.8275,85.6,59,43,5.91,scattered clouds
611,Ixtapa,MX,20.7,-105.2,87.4,37,1,8.08,clear sky
612,Astana,KZ,51.1801,71.446,-0.45,85,75,4.47,mist
613,Elizabeth City,US,36.2946,-76.2511,68.05,48,0,16.11,clear sky
614,Mashhad,IR,36.297,59.6062,41.14,100,100,9.22,mist
615,Juneau,US,58.3019,-134.4197,37.22,97,100,4.61,light rain
616,Hadejia,NG,12.4498,10.0444,79.2,14,3,14.27,clear sky
617,Rio Grande,BR,-32.035,-52.0986,75.31,63,0,10.0,clear sky
618,Keti Bandar,PK,24.1447,67.4497,76.33,77,66,10.83,broken clouds
619,Kilis,TR,36.7161,37.115,32.23,52,0,7.25,clear sky
620,Prainha,BR,-1.8,-53.48,71.04,98,100,2.06,overcast clouds
621,Tomatlan,MX,19.9333,-105.25,89.89,30,0,10.38,clear sky
622,Deputatskiy,RU,69.3,139.9,-16.17,97,100,4.43,overcast clouds
623,Ponta Delgada,PT,37.7333,-25.6667,59.5,72,40,8.05,scattered clouds
624,Manzhouli,CN,49.6,117.4333,-3.59,96,15,8.1,few clouds
625,Tucumcari,US,35.1717,-103.725,72.95,9,11,17.94,few clouds
626,Bayji,IQ,34.9311,43.487,46.17,38,29,7.23,scattered clouds
627,Athabasca,CA,54.7169,-113.2854,30.61,100,100,3.67,overcast clouds
628,Temyasovo,RU,52.9933,58.1014,-3.33,100,99,6.2,overcast clouds
629,Rambha,IN,19.5167,85.1,73.35,63,97,8.3,overcast clouds
630,Katangli,RU,51.7102,143.2326,18.59,96,100,3.49,overcast clouds
631,Visby,SE,57.6409,18.296,34.02,100,100,9.22,fog
632,Hami,CN,42.8,93.45,48.24,43,92,6.76,overcast clouds
633,Prince Albert,CA,53.2001,-105.7677,22.95,93,75,4.61,broken clouds
634,Port-Gentil,GA,-0.7193,8.7815,80.11,79,100,7.99,overcast clouds
635,Tura,IN,25.5198,90.2201,70.57,26,0,2.37,clear sky
636,Phan Thiet,VN,10.9333,108.1,74.25,89,100,7.34,overcast clouds
637,Avera,US,33.194,-82.5271,67.55,64,100,4.61,overcast clouds
638,Carmen,MX,18.6333,-91.8333,82.17,71,5,10.6,clear sky
639,Port Keats,AU,-14.25,129.55,76.6,87,100,5.53,overcast clouds
640,Sola,VU,-13.8833,167.55,81.27,94,75,0.0,light thunderstorm
641,Grand Gaube,MU,-20.0064,57.6608,79.2,88,95,1.01,overcast clouds
642,Maxixe,MZ,-23.8597,35.3472,75.79,92,56,8.3,light rain
643,Likasi,CD,-10.9814,26.7333,62.29,95,69,2.28,broken clouds
644,Nizhniy Chir,RU,48.3597,43.0865,19.58,89,20,9.28,few clouds
645,Burgos,ES,42.3394,-3.7079,48.61,100,100,9.22,overcast clouds
646,Mayo,US,38.8876,-76.5119,71.13,43,0,13.0,clear sky
647,Manado,ID,1.487,124.8455,75.97,100,20,1.14,few clouds
648,Rosarito,MX,32.3333,-117.0333,82.42,59,3,5.97,clear sky
649,Kangaatsiaq,GL,68.3065,-53.4641,-4.85,95,100,3.11,overcast clouds
650,Mount Isa,AU,-20.7333,139.5,76.77,73,73,5.75,broken clouds
651,Tigil,RU,57.8,158.6667,4.19,98,100,1.48,overcast clouds
652,Maibong,IN,25.3,93.1667,66.94,37,0,2.98,clear sky
653,Beihai,CN,21.4833,109.1,71.49,84,100,7.25,overcast clouds
654,Price,US,39.5994,-110.8107,57.11,34,11,5.32,few clouds
655,Shingu,JP,33.7333,135.9833,53.19,56,33,4.88,scattered clouds
656,Magadan,RU,59.5667,150.8,9.25,92,88,3.42,overcast clouds
657,Koungou,YT,-12.7336,45.2042,82.11,78,100,3.44,light rain
658,Dingle,PH,10.9995,122.6711,76.91,88,45,4.72,scattered clouds
659,Utevka,RU,52.9035,50.9495,14.61,93,99,12.71,overcast clouds
660,Buala,SB,-8.145,159.5921,80.35,82,98,3.44,overcast clouds
661,Chabahar,IR,25.2919,60.643,76.8,73,44,7.45,scattered clouds
662,Kamenka,RU,51.3223,42.7678,7.86,95,20,9.24,few clouds
663,Bartica,GY,6.4,-58.6167,79.12,98,97,4.61,overcast clouds
664,Dubuque,US,42.4833,-90.8668,58.62,47,60,3.98,broken clouds
665,Promyshlennaya,RU,54.9159,85.6385,-16.1,100,80,2.51,broken clouds
666,Taltal,CL,-25.4,-70.4833,68.94,77,63,5.03,broken clouds
667,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,35,0,14.97,clear sky
668,Chernoistochinsk,RU,57.7364,59.8719,-3.46,100,82,1.81,broken clouds
669,Half Moon Bay,US,37.4636,-122.4286,72.59,78,0,10.36,clear sky
670,Troitsko-Pechorsk,RU,62.7084,56.1964,-0.98,99,67,3.29,broken clouds
671,Remedios,CU,22.4947,-79.5458,79.59,72,5,19.48,clear sky
672,Doha,QA,25.2867,51.5333,80.49,50,0,8.05,clear sky
673,Gimli,CA,50.6336,-96.9907,30.22,86,100,4.61,overcast clouds
674,Kyzyl-Suu,KG,42.3414,78.0056,34.83,98,100,2.37,light snow
675,Lixourion,GR,38.2019,20.4314,50.85,71,18,7.54,few clouds
676,Izberbash,RU,42.5696,47.8645,35.65,68,81,2.68,broken clouds
677,Lakselv,NO,70.0513,24.9718,28.22,69,0,18.41,clear sky
678,Pirovskoye,RU,57.6267,92.2658,-12.78,100,70,3.02,broken clouds
679,Shambu,ET,9.5667,37.1,56.84,64,66,2.42,light rain
680,Thunder Bay,CA,48.4001,-89.3168,42.78,70,75,6.91,broken clouds
681,Xuanzhou,CN,30.9525,118.7553,63.93,86,13,3.98,few clouds
682,Jacareacanga,BR,-6.2222,-57.7528,74.52,96,54,2.28,broken clouds
683,Saint-Francois,FR,46.4154,3.9054,51.24,71,0,2.3,clear sky
684,Semey,KZ,50.4111,80.2275,9.77,97,89,2.1,overcast clouds
685,Port Arthur,CN,38.8,121.2667,41.22,79,31,9.6,scattered clouds
686,Skjervoy,NO,70.0311,20.9714,37.63,61,6,14.54,clear sky
